payer_key,payer_name,organization_key,organization_name,year_month,encounter_count,total_claim_cost,total_payer_coverage,total_patient_responsibility,average_claim_cost,coverage_ratio
357555573157303140,Blue Cross Blue Shield,557025406090317911,DILIGENCEHEALTHCARE,2018-10,1,514.03,0.00,514.03,514.0300000000000000,0E-20
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2018-10,1,13537.96,13537.96,0.00,13537.9600000000000000,1.00000000000000000000
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2018-10,11,10615.76,8492.60,2123.16,965.0690909090909091,0.79999924640346051531
38194544675647776,Medicaid,244544338078735615,TEWKSBURY HOSPITAL,2018-10,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2018-11,1,12977.97,12977.97,0.00,12977.9700000000000000,1.00000000000000000000
467436209270504951,Humana,654096641582644263,BL HEALTHCARE INC DELEWARE,2018-11,1,785.58,785.58,0.00,785.5800000000000000,1.00000000000000000000
746113169580368645,Anthem,109016295863276866,FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER INC,2018-11,1,272.80,0.00,272.80,272.8000000000000000,0E-20
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2018-11,1,87.71,52.71,35.00,87.7100000000000000,0.60095770151636073424
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2018-11,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
38194544675647776,Medicaid,405686286755502306,BERKSHIRE MEDICAL CENTER INC,2018-11,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2018-11,1,1001.28,901.28,100.00,1001.2800000000000000,0.90012783636944710770
357555573157303140,Blue Cross Blue Shield,790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,2018-11,1,919.90,0.00,919.90,919.9000000000000000,0E-20
645688281511686373,UnitedHealthcare,866549107229357074,HOPKINTON MEDICAL CARE  P.C.,2018-11,1,778.78,623.02,155.76,778.7800000000000000,0.79999486376126762372
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2018-11,2,11473.50,9178.80,2294.70,5736.7500000000000000,0.80000000000000000000
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2018-11,11,7791.63,6233.32,1558.31,708.3300000000000000,0.80000205348559929052
645688281511686373,UnitedHealthcare,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2018-11,1,3536.75,2829.40,707.35,3536.7500000000000000,0.80000000000000000000
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2018-11,1,11451.02,11451.02,0.00,11451.0200000000000000,1.00000000000000000000
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2018-11,1,2635.46,2585.46,50.00,2635.4600000000000000,0.98102797993519157946
38194544675647776,Medicaid,519045679495899753,HANOVER FAMILY HEALTH & URGENT CARE PC,2018-11,1,1932.52,1882.52,50.00,1932.5200000000000000,0.97412704655061784613
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2018-11,1,8292.67,6634.13,1658.54,8292.6700000000000000,0.79999927646946037886
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2018-12,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,679474484616751075,NEWBURYPORT FAMILY PRACTICE P.C.,2018-12,1,136.80,109.44,27.36,136.8000000000000000,0.80000000000000000000
38194544675647776,Medicaid,396031016204066515,LYNN COMMUNITY HEALTH,2018-12,1,1354.75,1254.75,100.00,1354.7500000000000000,0.92618564310758442517
1038854080955376456,Cigna Health,719415041656501167,LAKEVIEW HOUSE SKLD NRSG  AND RESIDENTIAL CARE FAC,2018-12,1,3362.86,3362.86,0.00,3362.8600000000000000,1.00000000000000000000
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2018-12,1,11451.02,11451.02,0.00,11451.0200000000000000,1.00000000000000000000
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2018-12,1,3236.96,2507.12,729.84,3236.9600000000000000,0.77452918787998615985
38194544675647776,Medicaid,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2018-12,1,2673.95,2623.95,50.00,2673.9500000000000000,0.98130107144860599488
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2018-12,12,11985.48,9588.39,2397.09,998.7900000000000000,0.80000050060573293685
38194544675647776,Medicaid,863914350920536272,WILLIAMSTOWN COMMONS NURSING & REHAB,2018-12,1,1008.98,958.98,50.00,1008.9800000000000000,0.95044500386528969851
1038854080955376456,Cigna Health,363458983347729064,Fitchburg Outpatient Clinic,2018-12,1,948.35,948.35,0.00,948.3500000000000000,1.00000000000000000000
952317639554652821,Medicare,815218868737845247,Causeway OPC,2018-12,1,1216.98,973.58,243.40,1216.9800000000000000,0.79999671317523706224
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2018-12,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
467436209270504951,Humana,345242370934466119,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,2018-12,1,85.55,0.00,85.55,85.5500000000000000,0E-20
38194544675647776,Medicaid,29818448345197287,GREATER LAWRENCE FAMILY HEALTH CENTER INC,2019-01,1,840.20,740.20,100.00,840.2000000000000000,0.88098071887645798619
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2019-01,1,5480.13,5445.13,35.00,5480.1300000000000000,0.99361329019567054066
645688281511686373,UnitedHealthcare,340901791751100142,WP ACQUISITION SUB LLC,2019-01,1,3105.35,1985.19,1120.16,3105.3500000000000000,0.63928059639010095480
38194544675647776,Medicaid,405686286755502306,BERKSHIRE MEDICAL CENTER INC,2019-01,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
38194544675647776,Medicaid,244544338078735615,TEWKSBURY HOSPITAL,2019-01,1,3536.75,3486.75,50.00,3536.7500000000000000,0.98586272707994627836
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2019-01,2,25573.60,25573.60,0.00,12786.8000000000000000,1.00000000000000000000
645688281511686373,UnitedHealthcare,472226794892644975,HAVERHILL FAMILY OFFICE LLC,2019-01,1,704.20,0.00,704.20,704.2000000000000000,0E-20
1038854080955376456,Cigna Health,340901791751100142,WP ACQUISITION SUB LLC,2019-01,1,1005.38,1005.38,0.00,1005.3800000000000000,1.00000000000000000000
746113169580368645,Anthem,249985492892219599,WHITLEY WELLNESS LLC,2019-01,1,347.38,277.90,69.48,347.3800000000000000,0.79998848523231043814
746113169580368645,Anthem,969560228442772145,FAMILY PRACTICE GROUP PC,2019-01,1,704.20,0.00,704.20,704.2000000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2019-01,11,11129.03,8740.18,2388.85,1011.7300000000000000,0.78534966659268597533
445788698227523135,Dual Eligible,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2019-01,1,573.98,538.98,35.00,573.9800000000000000,0.93902226558416669570
38194544675647776,Medicaid,969560228442772145,FAMILY PRACTICE GROUP PC,2019-01,2,1744.30,1544.30,200.00,872.1500000000000000,0.88534082439947256779
746113169580368645,Anthem,420221548349436151,MOUNT AUBURN HOSPITAL,2019-02,1,3105.35,1317.88,1787.47,3105.3500000000000000,0.42439016535978231117
467436209270504951,Humana,521143750033311203,SERENITY HILL NURSING CENTER,2019-02,1,9829.51,9829.51,0.00,9829.5100000000000000,1.00000000000000000000
211105773257762680,Aetna,846294596561620579,WESTFORD INTERNAL MEDICINE PC,2019-02,1,712.68,0.00,712.68,712.6800000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2019-02,1,2673.95,2623.95,50.00,2673.9500000000000000,0.98130107144860599488
467436209270504951,Humana,334510102683813647,BOSTON MEDICAL CENTER CORPORATION-,2019-02,1,272.80,0.00,272.80,272.8000000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2019-02,1,85.55,0.00,85.55,85.5500000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2019-02,10,8042.67,6434.14,1608.53,804.2670000000000000,0.80000049734727397742
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2019-02,3,31270.57,31270.57,0.00,10423.5233333333333333,1.00000000000000000000
952317639554652821,Medicare,623047219859228790,GARDEN STATE HEALTHCARE ASSOCIATES LLC,2019-02,1,1291.56,848.66,442.90,1291.5600000000000000,0.65708135897674130509
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2019-02,1,87.71,37.71,50.00,87.7100000000000000,0.42993957359480104891
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,2019-03,1,785.58,785.58,0.00,785.5800000000000000,1.00000000000000000000
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2019-03,1,87.71,52.71,35.00,87.7100000000000000,0.60095770151636073424
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2019-03,1,85.55,0.00,85.55,85.5500000000000000,0E-20
645688281511686373,UnitedHealthcare,679474484616751075,NEWBURYPORT FAMILY PRACTICE P.C.,2019-03,1,1384.48,0.00,1384.48,1384.4800000000000000,0E-20
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2019-03,2,4195.49,0.00,4195.49,2097.7450000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2019-03,11,7035.04,5628.05,1406.99,639.5490909090909091,0.80000255862084650549
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2019-03,1,3105.35,2484.28,621.07,3105.3500000000000000,0.80000000000000000000
1038854080955376456,Cigna Health,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2019-03,1,148.80,0.00,148.80,148.8000000000000000,0E-20
467436209270504951,Humana,58830663438005741,SUNRISE HEALTHCARE LLC,2019-03,1,704.20,0.00,704.20,704.2000000000000000,0E-20
38194544675647776,Medicaid,244544338078735615,TEWKSBURY HOSPITAL,2019-04,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
952317639554652821,Medicare,376833142676655002,HOLISTIC FAMILY PRACTICE  INC.,2019-04,1,704.20,563.36,140.84,704.2000000000000000,0.80000000000000000000
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2019-04,1,927.94,927.94,0.00,927.9400000000000000,1.00000000000000000000
278663187212707114,NO_INSURANCE,239726299069476648,PERSONALIZED MEDICAL CARE LLC,2019-04,1,272.80,0.00,272.80,272.8000000000000000,0E-20
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2019-04,2,1147.96,1147.96,0.00,573.9800000000000000,1.00000000000000000000
445788698227523135,Dual Eligible,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2019-04,1,573.98,538.98,35.00,573.9800000000000000,0.93902226558416669570
952317639554652821,Medicare,1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2019-04,1,2673.95,2139.16,534.79,2673.9500000000000000,0.80000000000000000000
1038854080955376456,Cigna Health,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2019-04,1,1099.19,0.00,1099.19,1099.1900000000000000,0E-20
445788698227523135,Dual Eligible,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2019-04,1,4399.55,4364.55,35.00,4399.5500000000000000,0.99204464092918593947
1038854080955376456,Cigna Health,924438841780828326,CENTER FOR DIGESTIVE WELLNESS PC,2019-04,1,347.38,0.00,347.38,347.3800000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2019-04,11,7041.37,5633.09,1408.28,640.1245454545454545,0.79999914789309466766
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2019-05,1,8418.72,6734.97,1683.75,8418.7200000000000000,0.79999928730258281544
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2019-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
746113169580368645,Anthem,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2019-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2019-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2019-05,1,146.18,0.00,146.18,146.1800000000000000,0E-20
952317639554652821,Medicare,814284400183858824,PRIMARY CARE NORTH PC,2019-05,1,1475.54,996.66,478.88,1475.5400000000000000,0.67545440991094785638
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2019-05,11,8904.56,7123.65,1780.91,809.5054545454545455,0.80000022460402310726
952317639554652821,Medicare,1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,2019-05,1,1069.06,855.24,213.82,1069.0600000000000000,0.79999251679045142462
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2019-05,1,3105.35,2484.28,621.07,3105.3500000000000000,0.80000000000000000000
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2019-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2019-06,2,2337.73,0.00,2337.73,1168.8650000000000000,0E-20
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2019-06,1,146.18,111.18,35.00,146.1800000000000000,0.76056916130797646737
445788698227523135,Dual Eligible,288384166086759286,MEDFORD REHABILITATION AND NURSING CENTER,2019-06,1,4140.89,4105.89,35.00,4140.8900000000000000,0.99154771075783225345
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2019-06,2,11565.31,9252.24,2313.07,5782.6550000000000000,0.79999930827621568293
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-06,1,573.98,423.98,150.00,573.9800000000000000,0.73866685250357155302
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2019-06,1,516.95,0.00,516.95,516.9500000000000000,0E-20
467436209270504951,Humana,919548777387151765,SOUTH SHORE CENTER FOR WELLNESS LTD,2019-06,1,704.20,0.00,704.20,704.2000000000000000,0E-20
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2019-06,1,146.18,0.00,146.18,146.1800000000000000,0E-20
645688281511686373,UnitedHealthcare,679474484616751075,NEWBURYPORT FAMILY PRACTICE P.C.,2019-06,1,629.87,445.08,184.79,629.8700000000000000,0.70662200136536110626
952317639554652821,Medicare,815218868737845247,Causeway OPC,2019-07,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
38194544675647776,Medicaid,1003634539940818261,CHARLES RIVER COMMUNITY HEALTH  INC,2019-07,1,1703.00,1703.00,0.00,1703.0000000000000000,1.00000000000000000000
746113169580368645,Anthem,392549857133219292,CAPE COD HOSPITAL INC,2019-07,1,3536.75,2666.49,870.26,3536.7500000000000000,0.75393793737188096416
467436209270504951,Humana,741458505160782152,LOWELL COMMUNITY HEALTH CENTER,2019-07,1,783.90,0.00,783.90,783.9000000000000000,0E-20
952317639554652821,Medicare,1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2019-07,2,29607.20,23685.75,5921.45,14803.6000000000000000,0.79999966224431894944
278663187212707114,NO_INSURANCE,556944320275034302,PARADIGM HEALTHCARE  PC,2019-07,1,704.20,0.00,704.20,704.2000000000000000,0E-20
746113169580368645,Anthem,694540912856437675,PULMONARY INTERNISTS AND CONSULTANTS PC,2019-07,1,994.48,0.00,994.48,994.4800000000000000,0E-20
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2019-07,1,516.95,0.00,516.95,516.9500000000000000,0E-20
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-07,2,20062.14,19962.14,100.00,10031.0700000000000000,0.99501548688225682804
467436209270504951,Humana,76613554195130854,TREE OF LIFE HEALTHCARE ASSOCIATES,2019-08,1,840.20,0.00,840.20,840.2000000000000000,0E-20
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2019-08,2,1045.99,50.69,995.30,522.9950000000000000,0.04846126636009904492
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2019-08,1,20794.05,20740.23,53.82,20794.050000000000,0.99741175961392802268
467436209270504951,Humana,334510102683813647,BOSTON MEDICAL CENTER CORPORATION-,2019-08,1,136.80,0.00,136.80,136.8000000000000000,0E-20
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2019-08,1,146.18,111.18,35.00,146.1800000000000000,0.76056916130797646737
952317639554652821,Medicare,1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2019-08,1,1868.18,1494.54,373.64,1868.1800000000000000,0.79999785887869477245
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2019-08,1,1059.16,0.00,1059.16,1059.1600000000000000,0E-20
445788698227523135,Dual Eligible,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2019-08,3,5051.67,4946.67,105.00,1683.8900000000000000,0.97921479431554317681
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2019-08,1,3105.35,0.00,3105.35,3105.3500000000000000,0E-20
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-08,1,5263.67,5213.67,50.00,5263.6700000000000000,0.99050092426006949524
1038854080955376456,Cigna Health,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2019-08,1,1603.64,0.00,1603.64,1603.6400000000000000,0E-20
746113169580368645,Anthem,469245621271018320,LYNN URGENT CARE LLC,2019-08,1,494.28,0.00,494.28,494.2800000000000000,0E-20
467436209270504951,Humana,484606205110823681,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,2019-08,1,919.90,0.00,919.90,919.9000000000000000,0E-20
746113169580368645,Anthem,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2019-09,4,12804.75,10243.80,2560.95,3201.1875000000000000,0.80000000000000000000
746113169580368645,Anthem,469245621271018320,LYNN URGENT CARE LLC,2019-09,1,573.98,218.08,355.90,573.9800000000000000,0.37994355204014077146
357555573157303140,Blue Cross Blue Shield,344701928599722495,COLONY CENTER FOR HEALTH & REHABILITATION,2019-09,1,1008.98,0.00,1008.98,1008.9800000000000000,0E-20
445788698227523135,Dual Eligible,132019786462314408,DAVIS SQUARE FAMILY PRACTICE,2019-09,1,860.16,860.16,0.00,860.1600000000000000,1.00000000000000000000
467436209270504951,Humana,433837020145504394,ZANJABEE INTEGRATIVE MEDICINE AND PRIMARY CARE LLC,2019-09,1,1223.31,0.00,1223.31,1223.3100000000000000,0E-20
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2019-09,2,18626.38,14901.09,3725.29,9313.1900000000000000,0.79999924837783831319
1038854080955376456,Cigna Health,363458983347729064,Fitchburg Outpatient Clinic,2019-09,1,948.35,0.00,948.35,948.3500000000000000,0E-20
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-09,2,10527.34,10427.34,100.00,5263.6700000000000000,0.99050092426006949524
357555573157303140,Blue Cross Blue Shield,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2019-09,1,1058.12,0.00,1058.12,1058.1200000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2019-09,1,3536.75,158.64,3378.11,3536.7500000000000000,0.04485473952074644801
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2019-10,1,3236.96,2589.56,647.40,3236.9600000000000000,0.79999752854530176462
357555573157303140,Blue Cross Blue Shield,557025406090317911,DILIGENCEHEALTHCARE,2019-10,1,919.90,0.00,919.90,919.9000000000000000,0E-20
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2019-10,1,6937.84,5550.27,1387.57,6937.8400000000000000,0.79999971172583974263
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2019-10,1,146.18,111.18,35.00,146.1800000000000000,0.76056916130797646737
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2019-10,1,146.18,92.36,53.82,146.1800000000000000,0.63182377890272267068
467436209270504951,Humana,222681380209834388,SOUTH SHORE HOSPITAL INC.,2019-10,1,85.55,0.00,85.55,85.5500000000000000,0E-20
38194544675647776,Medicaid,544412707586716213,FAIRVIEW HOSPITAL,2019-10,1,704.20,604.20,100.00,704.2000000000000000,0.85799488781596137461
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-10,1,8656.98,8606.98,50.00,8656.9800000000000000,0.99422431379072147562
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2019-10,1,87.71,37.71,50.00,87.7100000000000000,0.42993957359480104891
645688281511686373,UnitedHealthcare,703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,2019-10,1,568.20,454.56,113.64,568.2000000000000000,0.80000000000000000000
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2019-10,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
445788698227523135,Dual Eligible,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2019-10,1,2673.95,2638.95,35.00,2673.9500000000000000,0.98691075001402419641
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2019-11,1,516.95,0.00,516.95,516.9500000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,801031929336468325,BROCKTON HOSPITAL  INC.,2019-11,1,85.55,0.00,85.55,85.5500000000000000,0E-20
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2019-11,1,146.18,116.94,29.24,146.1800000000000000,0.79997263647557805445
467436209270504951,Humana,654096641582644263,BL HEALTHCARE INC DELEWARE,2019-11,1,860.16,0.00,860.16,860.1600000000000000,0E-20
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-11,1,7805.89,7755.89,50.00,7805.8900000000000000,0.99359458050267170047
357555573157303140,Blue Cross Blue Shield,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2019-11,1,85.55,59.88,25.67,85.5500000000000000,0.69994155464640561075
645688281511686373,UnitedHealthcare,866549107229357074,HOPKINTON MEDICAL CARE  P.C.,2019-11,1,704.20,0.00,704.20,704.2000000000000000,0E-20
746113169580368645,Anthem,109016295863276866,FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER INC,2019-11,1,272.80,0.00,272.80,272.8000000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,2019-11,1,840.20,0.00,840.20,840.2000000000000000,0E-20
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2019-11,1,3536.75,2829.40,707.35,3536.7500000000000000,0.80000000000000000000
38194544675647776,Medicaid,396031016204066515,LYNN COMMUNITY HEALTH,2019-12,1,919.90,819.90,100.00,919.9000000000000000,0.89129253179693444940
467436209270504951,Humana,445265032025896326,QUINCY CENTER PRIMARY CARE PC,2019-12,1,563.08,0.00,563.08,563.0800000000000000,0E-20
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2019-12,2,1096.69,996.69,100.00,548.3450000000000000,0.90881652973948882547
38194544675647776,Medicaid,622746900524004548,WHITTIER REHABILTATION HOSPITAL,2019-12,1,3536.75,3486.75,50.00,3536.7500000000000000,0.98586272707994627836
645688281511686373,UnitedHealthcare,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2019-12,1,3536.75,2226.36,1310.39,3536.7500000000000000,0.62949317876581607408
1038854080955376456,Cigna Health,814284400183858824,PRIMARY CARE NORTH PC,2019-12,1,1203.57,0.00,1203.57,1203.5700000000000000,0E-20
445788698227523135,Dual Eligible,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2019-12,1,573.98,538.98,35.00,573.9800000000000000,0.93902226558416669570
445788698227523135,Dual Eligible,39538555446517326,VNA & HOSPICE OF GREATER MILFORD,2019-12,1,87.71,52.71,35.00,87.7100000000000000,0.60095770151636073424
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2019-12,1,87.71,37.71,50.00,87.7100000000000000,0.42993957359480104891
952317639554652821,Medicare,397616587890212345,HEBREW SENIORLIFE HOSPICE CARE INC,2019-12,1,23001.73,18214.98,4786.75,23001.730000000000,0.79189608781600340496
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2019-12,2,21810.19,21710.19,100.00,10905.0950000000000000,0.99541498721469184817
645688281511686373,UnitedHealthcare,679474484616751075,NEWBURYPORT FAMILY PRACTICE P.C.,2019-12,1,272.80,218.24,54.56,272.8000000000000000,0.80000000000000000000
1038854080955376456,Cigna Health,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2019-12,1,2673.95,0.00,2673.95,2673.9500000000000000,0E-20
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2019-12,1,1297.29,1197.29,100.00,1297.2900000000000000,0.92291623307047768810
952317639554652821,Medicare,815218868737845247,Causeway OPC,2019-12,1,1216.98,973.58,243.40,1216.9800000000000000,0.79999671317523706224
746113169580368645,Anthem,249985492892219599,WHITLEY WELLNESS LLC,2020-01,1,1158.23,926.58,231.65,1158.2300000000000000,0.79999654645450385502
38194544675647776,Medicaid,244544338078735615,TEWKSBURY HOSPITAL,2020-01,1,3968.15,3918.15,50.00,3968.1500000000000000,0.98739966987135062939
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2020-01,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
645688281511686373,UnitedHealthcare,340901791751100142,WP ACQUISITION SUB LLC,2020-01,1,85.55,0.00,85.55,85.5500000000000000,0E-20
952317639554652821,Medicare,815218868737845247,Causeway OPC,2020-01,1,2673.95,2139.16,534.79,2673.9500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,472226794892644975,HAVERHILL FAMILY OFFICE LLC,2020-01,1,755.38,0.00,755.38,755.3800000000000000,0E-20
